"ECB_00503"	"ECB_01992"	"ECB_02002"	"ECB_misc_RNA_47"	"ESCRE0483"	"ESCRE1397"	"ESCRE1901"	"aroA"	"atpF"	"cls"	"dedA"	"dnaA"	"dusB"	"eamA"	"ebgA"	"endA"	"entF"	"eutJ"	"fbp"	"frmC"	"fruK"	"fsr"	"gabD"	"glgC"	"glgP"	"glpE"	"glpF"	"glpG"	"glpR"	"glpT"	"gltL"	"hslU"	"hycE"	"iclR"	"infB"	"kpsD"	"kpsE"	"kpsM"	"kpsT"	"lptB"	"lsrG"	"manX"	"manZ"	"mdoH"	"metH"	"metJ"	"metW"	"motB"	"mrdA"	"mrdB"	"mreB"	"mreC"	"mreD"	"nusA"	"ompR"	"ppk"	"prc"	"prfA"	"proQ"	"proW"	"pta"	"rho"	"rhsA"	"rpoA"	"rpoB"	"rpoC"	"rpoD"	"rpoS"	"rpsR"	"rssB"	"sbcC"	"secF"	"thrA"	"thrS"	"topA"	"uraA"	"uspA"	"uvrD"	"valT"	"wzyE"	"yahA"	"ybaL"	"ybhJ"	"ycbC"	"ycgV"	"ydaE"	"ydeJ"	"ydgR"	"ydiJ"	"yehU"	"yejA"	"yfcD"	"yfeY"	"yfiB"	"ygcN"	"ygfA"	"ygfK"	"yraL"
"motB"	0	0	0	0	0.10723909841029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0563198155547525	0	0	0	0.0481214793417884	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0366173087265601	0	0.146544220546564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mrdA"	0	0.0655208443958701	0	-0.0247430960669191	0	0	0	0	0	0	0	0	0	-0.0474115043448139	0	0	0	0	0	0	0	0	0	0.0743310202600597	0.0550669520762075	0	0	0	0	0.209491029273743	0	0	0	-0.0583297567285232	0	0	0.0385706882695972	0	0.115836939009177	0.0173516453247222	-0.00144555662213327	0.0812738476157895	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0859739071026719	0	-0.0178001396719843	0.0072026061145693	0	0	0	0.0122856280421599	0.0907628448822098	0	0	0	0	0	0	-0.0583955771511674	0	0	0.101623931610984	0	0	0	0	0	0	0	0	-0.014372324059969	0	0	0.10074810099481	0	0	0	0	0	0	0	0
"mrdB"	0	0	0	0.0149075602823948	0	0	0.047795790385888	0	0	0	0	-0.0278796193703589	0	0	0	0	0	0	0	0	0	0	0	0	-0.0409190947893151	0.0818816448738202	-0.0249175423439426	-0.0272102931197869	0	0.0336966807983886	0	0	0	-0.128632853638532	-0.000501245418252119	0	0	0.0988968888121543	0	0	0	0	0	0	0	0	0.105467572007058	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-0.00458276452566463	0	0	0	0	0.1704201416077	0	-0.00350597466122574	-0.0321628181375447	0	0.0799296572976949	0.120077318762617	0	0	0	0	0	0.119944162868977	0	-0.00119057268795306	0	0	0	0	0.100904384890551	0	0	0	0	0	-8.68795482962181e-05	-0.0205256046882585	0	0	0	0	0
"mreB"	0	0	0	0	0	0.112822996680424	0.0739924135834812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0129439363438703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mreC"	0	0	-0.00994180068437856	-0.00314687981417183	0	0	0	0	0	0	0	0	0	-0.0122533089451473	0	0	0	0	0	0	0	0	0	0.197013955263418	0	0	0	0.0344462346321834	0	0	0	0	0	0	0	0.105083497374849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0342961747699643	0	0	0	0	0	0	0	0	0	0	0	-0.00818596291801374	0	0	0	0	0	0	0	0	0	0	0
"mreD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124468571915252	0	0	0	0	0	0	0	0	0.0783746128752457	0.109959302083342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0195097331333775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"nusA"	0	0	0	0	0	0	0.0428529774611107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0211615101828692	0	0	0	0.0903170722744549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0323024775698859	0	0	0	0	0	0	0	0	0	0
"ompR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0236009953369451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0871935812566724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0648562716228215	0	0	0	0	0	0	0	0
"ppk"	0	0	0	0	0	0	0	0	0	0	0	0.163007566270394	0	0	0	0	0	0	0	0	0	0	0	0.0204426587659059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.146815758573737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126597353386417	0	0	0	0	0	0	0	0	0	0	0.157919197237167	0	0
"prc"	0.0597427961339188	0	0	0	0	0.160485163449743	0.00109991539203019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193115136586509	0	0	0	0	0	0.0917724564178278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prfA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"proQ"	0	0.0458079967232417	0.0301311284679576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.065331584134357	0	0	0	0	0	0	0	0.0551180469040676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0900594990074682	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"proW"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0192608773454948	0.118371232806461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124070503560169	0	0	0	0	0	0	0.0859739071026719	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142564862014824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"pta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0203169274546126	0	0	0.01089767913881	0	0	-0.0912626553288447	0	0	0	0.0289318787962484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.0476510488804151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rho"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.184414269130616	0	0	0	0	0	-0.256723750936269	0	0	0	0.0267611390111312	0	-0.0229467104163029	0	0	0	0	0	0	0	0	0	0	0	0	-0.0178001396719843	-0.00458276452566463	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.140390026528821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rhsA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106850279572248	0	0	0.0481054554243517	-0.0232873685359736	0	0	0.0830120929491049	0	0	0.0657879103808183	0	0	0	0	0	0	0	0	0.0072026061145693	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.070705987809057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0407021820574138	0	0	0	0	0	0	0	0
"rpoA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpoB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293096633110119	0	0	0	0	0	0.012849728048394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpoC"	0	0	0	0	0	0	0.0581456411926256	0	0	0	0	0.112206383336131	0	0	0	0	0	0	0	0	0	0	0	-0.00821122279034461	-0.0135893372598634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0871935812566724	0.146815758573737	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0704328852072083	0	0	0	0	0.137866914748871	0	0	0	0	0	0.123184533861026	0	0
"rpoD"	0	0	0	0.0180938910148852	-0.0151376199052321	0	0.0129371829960313	0	0	-0.0444724606297932	0	-0.0568405241110652	0	-0.00450139098996499	0	0	0.00751832993905159	0	0	0	0	0	0	-0.00258448120116044	0	0.0764064252054414	-0.134576549881906	-0.0238857085759439	0	0.0849563358328816	0	0	0.0684182795887884	-0.200540914084307	0	0	0.080154627849666	0.0931972582028095	0	0.0732882215018588	0	0	-0.0113616388655542	0.00777082506102807	0	0	0.0983551147666751	-0.0366173087265601	0.0122856280421599	0.1704201416077	0	0	0	0	0	0	0	0	0	0	-0.0476510488804151	-0.140390026528821	0.070705987809057	0	0	0	1	0	-0.041738044011086	-0.0726327029660947	0	0.0741264152593634	0.116429595692399	0	0	0	0	0	0.11518183618695	0	-0.0486138229316333	0	0	0	0	0.0948534358190258	0	0	0	0.0307845054598581	0	-0.0481737290779017	-0.0597569898496747	0	0	0	0	0
"rpoS"	0	0.124622210187945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0813344147904121	0	0.00323653530020905	0	0	0	0	0	0	0	0	0.154511225491244	0	0	0	0	0	0	0	0	0	0.0907628448822098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0952752814229302	0	0	0	0	0	0	0	0
"rpsR"	0	0	0	0	0.117661525330026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0604186354001659	0	0	0	0.0570206987523265	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146544220546564	0	-0.00350597466122574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.041738044011086	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rssB"	0	-0.00454692426544816	0	-0.0197378853821584	0	0	0	0	0	0	0	0.111164137731865	0	0	0	0	0	0	0.116209610546834	0	0	0	0	0.107035600285913	0	0	0.0398784508771017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0555984129839483	0	0	0	0	0	0	-0.0321628181375447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0726327029660947	0	0	1	0.1177927695848	0	-0.0171788715987606	0	0	0	0	0	0	0	0.11463266268624	0	0	0	0	0	-0.0053496997672789	0	0	-0.00131739748884289	0	0.113267427415128	0.132922667824153	0	0	0	0	0.123337972088967
"sbcC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116165864470634	0	0	0	0	0.134087940440209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1177927695848	1	0	0	0	-0.00113807088625971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123111472742022
"secF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0119942382173426	0	0	0	0	0	0	0	0	0	0	0	0.0755927214270287	0	0	0	0	0	0	0	0	0.0990066290540929	0	0	0.0799296572976949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0741264152593634	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0834004302323651	0	0	0	0	0	0	0	0	0	0	0	0
"thrA"	0	-0.0612602169441502	0	0.15537277104496	0	0	0.207938281104064	0	0	0	0	-0.00600583966437937	0	0	0	0	0.144398601487399	0	0	0	0	0	0	-0.00865925842598439	-0.10412169149484	0	0	-0.0688678295694297	-0.00348614250386515	0.00627484708581869	0	0	0	-0.112243095155255	-0.0209347136002785	0	0	0	-0.00278727622585958	0	0	0	0	0.144591950846572	0	-0.00967515340216226	0	0	0	0.120077318762617	0	0	-0.0195097331333775	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116429595692399	0	0	-0.0171788715987606	0	0	1	0	0	0	0	-0.0010672258068792	0.125848832861198	0	0	0	0	0	0	0	0.0129146619897392	0	0	0	0	0	0	0	0	0	0	0
"thrS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"topA"	0	0	0.0319638124644241	0.0756595516010573	0	0	0	0	0	0	0	0	0	0.0819256371443835	0	0	0	0	0	0	0	0	0	-0.202347435157468	0	0	0	0	0	-0.0889312179732455	0	0	0	0	0	-0.0686367546983331	0	0	0	0	0.0570948110628567	0	0	0	0.0466481285178937	0	0	0	-0.0583955771511674	0	0	-0.0342961747699643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00113807088625971	0	0	0	1	0.0762349926912639	0	0	0	0	0	0	0	0	0	0	0.0955751386742982	0	0	0	0	0	0	0	0	0	0	-0.00741680644974177
"uraA"	0	0	0	0.104290820209197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.123386207795469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0719040709341405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0762349926912639	1	0	0	0	0	0	0	0	0	0	0	0.119348875733752	0	0	0	0	0	0	0	0	0	0	0
"uspA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00803189099711053	0	0	0	0	0	0	0	0	0	0	0	0.00855589168683597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"uvrD"	0	0	0	-0.00246952192134367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0267754606155437	0.134872700913149	0	0	0	0	0.00604082736283439	0	0	0	0	0	0	0	0	0	0	0	0.139567780423355	0	0	0	0	0	0	0.101623931610984	0	0	0	0	0	0	0	0	0	0	0.142564862014824	0	0	0	0	0	0	0	0	0	0	0	0	-0.0010672258068792	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"valT"	0	0	0	0	0	0	0.040063932513109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00484900786777535	0	0	0	0	8.74105898795637e-07	0	0	0	-0.0361554330928603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119944162868977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11518183618695	0	0	0	0	0	0.125848832861198	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"wzyE"	0	0.021922661741373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0353293179606561	0	0	0	0.0572344916033983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0742373696072579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"yahA"	0	0	0	0	0	0	0	0	0	0	0	0.117259503309914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0244125969772859	0	0	-0.00387526853344432	0	0	0	0	0	0	0	0	0	0	0	0	0.0446407143237567	0	0	0	0	0	0	-0.00119057268795306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0486138229316333	0	0	0.11463266268624	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.10817492500369	0.130412174105022	0	0	0	0	0
"ybaL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0801893599479145	0	0	0	0	0	0	0	0	0	0	0.0127154421473989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ybhJ"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ycbC"	0	0.141162034566255	0.103230661222591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.105586251747082	0	0	0	0	0	-0.00357731265224904	0	0.128972707322859	0	0	0	-0.0112095111568704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0900594990074682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ycgV"	0	0	0	0	0	0	0	0	0	0	0	0.106222448185187	0	0	0	0	0	0	0	0	0	0	0	0.00341893324408693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126597353386417	0	0	0	0	0	0	0	0	0	0.0704328852072083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0934805886771284	0	0
"ydaE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0859583228314359	0	0	0	0.000209819711846586	0	0	0	-0.0237626438539458	0	0	0	0.111529564223857	0	0	0	0	0	0	0	0	0.12145555278656	0	0	0.100904384890551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0948534358190258	0	0	0	0	0.0834004302323651	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"ydeJ"	0	0	0	0.119779747992307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.135167273677485	-0.00521326152214721	0	0	0	0	-0.0170602603645564	0	0	0	0	0	-0.0131098314078797	0	0	0	0	0	0	0	0	0.101038647246491	0	0	0	-0.014372324059969	0	0	-0.00818596291801374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0053496997672789	0	0	0.0129146619897392	0	0.0955751386742982	0.119348875733752	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.00153933420496899
"ydgR"	0	0	0	0	0	0	0.00236106376546736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0489990084894107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0323024775698859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"ydiJ"	0	0	0	0	0	0	0	0	0.0790674483454776	0	0	0	0	0	0	0.0566195547974512	0	0	0	0	0	0	0	-0.0335157149674042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0743021617220017	0	0	0	0	0	0	0
"yehU"	0	0.0203659040457008	0	0	0	0	0.00085438915460727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0262337606469018	0	0	0	0	0	0.0273940343227206	0	0	0.0307480533691399	-0.0529209823131916	0	0	0.0722976609560932	0	0.124443862725332	0.0514193874289791	0	0	0	0	0	0	0	0	0.10074810099481	0	0	0	0	0	0.0648562716228215	0	0	0	0	0	0	0	0.0407021820574138	0	0	0.137866914748871	0.0307845054598581	0.0952752814229302	0	-0.00131739748884289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"yejA"	0	0	0	0	0	0	0	0	0.149559950566191	0	0	0	0	0	0	0.139024009771403	0	0	0	0	0	0	0	-0.0714036795711808	0	0	0	0	0	-0.00636304645423775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0743021617220017	0	1	0	0	0	0	0	0	0
"yfcD"	0	0	0	0	0	0	0	0	0	0	0	0.116207644219803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0210808359182604	0	0	-0.00330050907518827	0	0	0	0	0	0	0	0	0	0	0	0	0.0406871398866239	0	0	0	0	0	0	-8.68795482962181e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0481737290779017	0	0	0.113267427415128	0	0	0	0	0	0	0	0	0	0	0.10817492500369	0	0	0	0	0	0	0	0	0	0	1	0.129795558135527	0	0	0	0	0
"yfeY"	0	0	0	0	0	0	0	0	0	0	0	0.131906360053765	0	0	0	0	0	0	0	0	0	0	0	0.000892575341093856	0	0	0.0691337253386307	0	0	-0.0149302556172052	0	0	0	0	0	0	0	0	0	0	0	0	0.0955520448965677	0	0	0	0	0	0	-0.0205256046882585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0597569898496747	0	0	0.132922667824153	0	0	0	0	0	0	0	0	0	0	0.130412174105022	0	0	0	0	0	0	0	0	0	0	0.129795558135527	1	0	0	0	0	0
"yfiB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"ygcN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"ygfA"	0	0	0	0	0	0	0	0	0	0	0	0.144182033330345	0	0	0	0	0	0	0	0	0	0	0	0.0134783455927145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157919197237167	0	0	0	0	0	0	0	0	0	0.123184533861026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0934805886771284	0	0	0	0	0	0	0	0	0	0	1	0	0
"ygfK"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"yraL"	0	0	0	-0.0018436286267281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121738641929548	0	0	0	0	0.138194264563797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123337972088967	0.123111472742022	0	0	0	-0.00741680644974177	0	0	0	0	0	0	0	0	0	0	0	-0.00153933420496899	0	0	0	0	0	0	0	0	0	0	1
