"ECB_00737"	"ECB_01992"	"ECB_02003"	"ECB_02512"	"ECB_02804"	"ECB_02821"	"ECB_03516"	"ECB_04210"	"ECB_misc_RNA_47"	"ESCRE1901"	"ESCRE3628"	"IS5_ESec3"	"actP"	"atpC"	"cls"	"dapA"	"deoA"	"dgt"	"dnaA"	"dusB"	"entF"	"envZ"	"fbp"	"fcl"	"flhA"	"fruK"	"glgA"	"glgP"	"glgX"	"glmS"	"glpF"	"glpG"	"glpR"	"glpT"	"hsdR"	"hupB"	"iclR"	"ilvL"	"infB"	"kefC"	"kpsD"	"kpsE"	"kpsM"	"mdoH"	"metJ"	"mrdA"	"mreB"	"mreC"	"mreD"	"nagD"	"napA"	"nusA"	"orn"	"poxA"	"ppk"	"puuP"	"rep"	"rhlB"	"rho"	"rluB"	"rpoB"	"rpoC"	"rpoD"	"rsmC"	"rssB"	"sdaC"	"secF"	"slyA"	"thrA"	"thrS"	"torS"	"treF"	"uspA"	"wbbD"	"wzyE"	"ybaL"	"ybfA"	"ybhJ"	"ycgV"	"ydcU"	"yddV"	"yecP"	"yfgA"	"yfhK"	"ygdH"	"ygfA"	"yhhF"	"yicC"	"yjcF"	"yjcO"	"yjeP"	"ykgG"	"ylbH"	"yraL"
"nusA"	0	0.069323969990597	0	0	0.126504130489272	0	0	0.092298185012258	0	0	0	0.113644439851088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0936889826768427	0	0	0	0	0	0.0468405268832393	0	0	0.121758359432712	0	1	0	0	0	0.117848259641187	0	0	0	0	0	-0.0210093475430719	0	0.133482520152911	0	0	0	0.138966402685223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"orn"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.102690188673898	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.162402787638566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"poxA"	0	0.0921566296656541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0801671484643674	0	0	0	0	0	0	0	0	0	0	0	0.10664464212602	0	0	0	0	0	0	0	0.0434004415830785	0	0	0	-0.0424593401210343	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0904318548245313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ppk"	0	-0.0245936879872789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16730468003369	0.126125601872545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0173576270140771	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.108661809836759	-0.0044711073814223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140243645544091	0	0	0	0	0	0	0.160668722203714	0	0	0	0	0	0	0	0
"puuP"	0	0	0	0	0.119940888614538	0	0	0	0	0	0	0.107306526983654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0719560940723225	0	0	0	0	0	0	0	0.115195989641346	0	0.117848259641187	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rep"	0	0	0	0.117215360113517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0306594429071383	0.0678775102259563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0731079216429448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rhlB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.122396392384412	0	0	0	0	0	0	0	0	0	0	0.162402787638566	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rho"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.423718353531143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rluB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0880416644215184	0	0	0	-0.00153089906270288	0	0	0	0.00861878535327486	0	0	0	0	0	-0.00673394841149639	0	0	0	0	0	0	0	-0.147093955817472	0	0	0	0	0	0.11120239018208	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144931352835331	0	0	0
"rpoB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034915808484692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rpoC"	0	-0.113692222387222	0	0	0	0	0	0	0	0.0292303741132441	0.0463935649179374	0	0	0	0	0	0	0	0.0892658864233556	0	0	0	0.0385245886742065	0	0	0	0	0	0	0	0	0	0	0	0.0172269824252628	0	0	0	0	0	-0.0218806770785175	0.0712698120900297	0	0	0	0	0	0.105958633890276	0	0	0	-0.0210093475430719	0	0	0.108661809836759	0	0	0	0	0	0	1	0	0	-0.0574586882190084	0.00131185686268814	0	0	0	0	0	0.0320223722717292	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0640650847291465	0	0	0	0	0	0.0113301879569244	0	0.00167049311484359
"rpoD"	0.0875482174382695	0	0	0	0	0	0	0	0	0.0626874617475421	0.101152821932663	0	0	0	0	0	0	0	0	-0.0480223112793463	0	0	0.102206385557148	0	0	0	0	0	0.115912100972114	0	0	0	0	0.0753426097755963	0	0.0800190109129134	0	0	0	0.0188760365114458	0	-0.0375272091514333	0.140455713009607	0	0.0369993095253324	0	0.175044723206775	0	0	0	0.0840693649731208	0	0	0	-0.0044711073814223	0	0	0	0	0	0	0	1	0	-0.0284082999359431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132983861309255	0.0532346542170032	0	0.0894807069285124	0	0	0	0	0	0	0
"rsmC"	0	0.0939809463791403	0	0	0	0	0	0.0758399324829045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0955347392103956	0.024822155065174	0	0	0	0	0.0604231356132592	0	0	0	0	0.133482520152911	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.126972480512497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"rssB"	0.0447213872902058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625951403601001	0	0	0	0	-0.000702112609310598	0.0948717143525594	0	0	0	-0.112516775864567	0	0.0930109009007921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.053704979623692	0	0	-0.0251788006798602	0	0	0	0	0	0.0904318548245313	0	0	0	0	0	0	0	-0.0574586882190084	-0.0284082999359431	0	1	0	0	0	0	0	0.129834698669466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sdaC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0839869202395951	0	0	0	0	0	0	0.0585479291831273	0	0	0.100976469348777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00131185686268814	0	0	0	1	0	0	0	0	0	0.09288729605011	0	0.0565234780118257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"secF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00591698844035149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"slyA"	0	0.105172625950029	0	0	0	0	0	0.0896810591275666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00201804950766948	0	0	0	0	0	0	0	0	0	0	0	0	0.102249836362166	0.0257653669962561	0	0	0	0	0.0727607041648454	0	0	0	0	0.138966402685223	0	0	0	0	0	0	0	0	0	0	0	0.126972480512497	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"thrA"	0	0	0	0	0	0	0	0	0.152684477013034	0.13064711032664	0	0	0	0	0	0	0	0	0	0	0.137869345433064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0038960680426339	0	0.138232080505688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"thrS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"torS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.114365127553825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129834698669466	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"treF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101495873246511	0	0	0	0	0	0	0.0598040761671951	0	0	0.117123926947521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0320223722717292	0	0	0	0.09288729605011	0	0	0	0	0	1	0	0.0806595439589538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"uspA"	0	0	0	0.0325651590226069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0605900804031454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"wbbD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0702030717355386	0	0	0	0	0	0	0.0569402729833755	0	0	0.0872443597015889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565234780118257	0	0	0	0	0	0.0806595439589538	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"wzyE"	0	0.00619166921450832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047601574389342	0	0	0	0	0	0	0	0	0	0	0	0.0617517477426525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ybaL"	0.146318420548943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0935601960396599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0459658065600833	0	0	0	0	0	-0.0204813465209643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ybfA"	0	0	0	0.131452016160203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0558299987722508	0.077012321615238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0731079216429448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ybhJ"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ycgV"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124092842200545	0.0133119171867975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00437287734856318	0	0	0	0	0	0	0	0	0	0	0	0	0.140243645544091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.102091890633207	0	0	0	0	0	0	0	0
"ydcU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"yddV"	0	0	0	0	0	0.159059933974561	0.127914802725907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0267909025097601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0249094198912036	0	0	0	-0.0273488656466982	0	0	0	0.0497520947910782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"yecP"	0	0	0	0	0	0	0	0	0	0.0410964293322244	0.0104895689261937	0	0	0	0	0	0	0	0	0	0	0	0.06213244967086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"yfgA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"yfhK"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0276519700251423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182587232768994	0	0	0	0.106352213299902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132983861309255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"ygdH"	0.120043136105098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101769706834785	0	0	0	0	0	0	0	0	0	0	0	0	-0.0448900465486872	0	0	0.091403603262688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0532346542170032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"ygfA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15162310074541	0.0879487569321891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00995741476084884	0	0	0	0	0	0	0	0	0	0	0	0	0.160668722203714	0	0	0	0	0	0	0.0640650847291465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102091890633207	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"yhhF"	0	0.0828471765143178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0231449516871859	0	0	0	0	0.0771264938057813	0	0	0.135983915294814	0	0.115957378344661	0	0.0634010523454436	0	0	0	0	0	0	0	0	0	0	0	0	0.118382919154201	0	0	0	0	0	0	0	0	0	0	0	0.0894807069285124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"yicC"	0	0	0.0734271912440138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0894098531216258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158273614088936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0869842762772624	0	0	0	0	0
"yjcF"	0	0	0.0531086936964309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072058970727338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139163181017497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0869842762772624	1	0	0	0	0	0
"yjcO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0256872562829243	0	0	0	0	0	0	0	0	0	0	0	0	0.0482097169953151	0	0	0	0	0	0	0	0.0294787349580128	0.0710908966412638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"yjeP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0815781549489242	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000339998370127345	0	0	0	0	0	0	0	-0.139737443487771	0	0	0	0	0	0.104421922640034	0	0	0	0	0	0	0	0	0	0	0	0.144931352835331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"ykgG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028376163882814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087058749260137	0	0	0	0	0	0	0	0.151694888984557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113301879569244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0764069935291485
"ylbH"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0882770593148657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"yraL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019741389291376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0826675409028416	0	0	0	0	0	0	0	0.148183849563974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00167049311484359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0764069935291485	0	1
