clonea	popb	day	locus	n.a. changec	a.a. changed	genee	annotation
D42_4-8	4	42	"1,473,715"	G->A	pseudogene (3199/3497 nt)	ydbA ->	"pseudogene, autotransporter homolog; interrupted by IS2 and IS30"
D42_4-8	4	42	"2,685,824"	(A)7->6	intergenic (-317/-11)	glyA <- / -> hmp	serine hydroxymethyltransferase/fused nitric oxide dioxygenase/dihydropteridine reductase 2
D42_4-8	4	42	"3,239,796"	A->G	intergenic (+251/-148)	alx -> / -> sstT	putative membrane-bound redox modulator/sodium:serine/threonine symporter
D42_4-8	4	42	"3,240,217"	A->G	T92A (ACC->GCC) 	sstT ->	sodium:serine/threonine symporter
D42_4-8	4	42	"3,240,940"	G->A	V333M (GTG->ATG) 	sstT ->	sodium:serine/threonine symporter
D42_4-8	4	42	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D42_4-8	4	42	"4,397,625"	Del;87 bp	coding (214-300/1848 nt)	mutL ->	methyl-directed mismatch repair protein
D42_4-9	4	42	"1,243,195"	T->C	F6L (TTT->CTT) 	emtA ->	lytic murein endotransglycosylase E
D42_4-9	4	42	"1,437,231"	(T)9->8	intergenic (-338/+29)	ompN <- / <- pfo	"outer membrane pore protein N, non-specific/pyruvate-flavodoxin oxidoreductase"
D42_4-9	4	42	"1,464,148"	C->T	Q204* (CAG->TAG) 	paaX ->	"transcriptional repressor of phenylacetic acid degradation paa operon, phenylacetyl-CoA inducer"
D42_4-9	4	42	"1,473,715"	G->A	pseudogene (3199/3497 nt)	ydbA ->	"pseudogene, autotransporter homolog; interrupted by IS2 and IS30"
D42_4-9	4	42	"1,741,767"	C->T	H119Y (CAT->TAT) 	cfa ->	cyclopropane fatty acyl phospholipid synthase (unsaturated-phospholipid methyltransferase)
D42_4-9	4	42	"2,259,666"	C->T	intergenic (-370/+53)	psuK <- / <- fruA	pseudouridine kinase/fused fructose-specific PTS enzymes: IIBcomponent/IIC components
D42_4-9	4	42	"2,628,879"	G->A	F20F (TTC->TTT) 	yfgF <-	"cyclic-di-GMP phosphodiesterase, anaerobic"
D42_4-9	4	42	"2,942,239"	A->G	V110A (GTT->GCT) 	gcvA <-	glycine cleavage system transcriptional activator; autorepressor
D42_4-9	4	42	"3,015,307"	A->G	T50A (ACC->GCC) 	mocA ->	CTP:molybdopterin cytidylyltransferase
D42_4-9	4	42	"4,124,080"	C->A	G126V (GGC->GTC) 	cytR <-	Anti-activator for CytR-CRP nucleoside utilization regulon
D42_4-9	4	42	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D42_4-9	4	42	"4,397,625"	Del;87 bp	coding (214-300/1848 nt)	mutL ->	methyl-directed mismatch repair protein
D42_4-9	4	42	"4,429,737"	A->G	intergenic (+182/-127)	fklB -> / -> cycA	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)/D-alanine/D-serine/glycine transporter
D42_4-10	4	42	"34,043"	G->A	intergenic (+5/-257)	carB -> / -> caiF	carbamoyl-phosphate synthase large subunit/cai operon transcriptional activator
D42_4-10	4	42	"418,248"	T->A	I120I (ATT->ATA) 	phoR ->	sensory histidine kinase in two-component regulatory system with PhoB
D42_4-10	4	42	"588,660"	G->A	G765G (GGC->GGT) 	nfrA <-	"bacteriophage N4 receptor, outer membrane subunit"
D42_4-10	4	42	"689,040"	C->A	intergenic (-27/+303)	insH1 <- / <- lnt	IS5 transposase and trans-activator/apolipoprotein N-acyltransferase
D42_4-10	4	42	"1,164,347"	G->A	A85T (GCT->ACT) 	nagZ ->	beta N-acetyl-glucosaminidase
D42_4-10	4	42	"1,387,159"	A->G	N147S (AAC->AGC) 	tyrR ->	aromatic amino acid biosynthesis and transport regulon transcriptional regulator; autorepressor; ATPase; phosphatase
D42_4-10	4	42	"1,463,594"	G->A	G19D (GGC->GAC) 	paaX ->	"transcriptional repressor of phenylacetic acid degradation paa operon, phenylacetyl-CoA inducer"
D42_4-10	4	42	"1,505,100"	C->T	A327A (GCG->GCA) 	ydcO <-	BenE family inner membrane putative transporter
D42_4-10	4	42	"1,659,121"	T->C	G351G (GGT->GGC) 	ynfE ->	"putative selenate reductase, periplasmic"
D42_4-10	4	42	"2,736,080"	C->T	intergenic (-69/-66)	rluD <- / -> bamD	"23S rRNA pseudouridine(1911,1915,1917) synthase/BamABCDE complex OM biogenesis lipoprotein"
D42_4-10	4	42	"3,379,540"	G->A	A153V (GCC->GTC) 	yhcM <-	putative AFG1-like family P-loop ATPase
D42_4-10	4	42	"3,973,573"	Del;1 bp	coding (1052/1068 nt)	rffG ->	"dTDP-glucose 4,6-dehydratase"
D42_4-10	4	42	"4,184,075"	G->A	R944H (CGT->CAT) 	rpoB ->	"RNA polymerase, beta subunit"
D42_4-10	4	42	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D42_4-10	4	42	"4,397,625"	Del;87 bp	coding (214-300/1848 nt)	mutL ->	methyl-directed mismatch repair protein
D64_4-1	4	64	"827,331"	C->T	A551T (GCT->ACT) 	ybhF <-	putative transporter subunit of ABC superfamily: ATP-binding component
D64_4-1	4	64	"1,079,918"	T->C	V205A (GTC->GCC) 	putP ->	proline:sodium symporter
D64_4-1	4	64	"1,473,715"	G->A	pseudogene (3199/3497 nt)	ydbA ->	"pseudogene, autotransporter homolog; interrupted by IS2 and IS30"
D64_4-1	4	64	"1,915,183"	G->A	Q118* (CAA->TAA) 	proQ <-	"RNA chaperone, putative ProP translation regulator"
D64_4-1	4	64	"1,924,986"	(T)5->6	intergenic (-17/-122)	yobA <- / -> holE	"CopC family protein/DNA polymerase III, theta subunit"
D64_4-1	4	64	"2,940,954"	A->G	V97A (GTA->GCA) 	rlmM <-	"23S rRNA C2498 2'-O-ribose methyltransferase, SAM-dependent"
D64_4-1	4	64	"2,942,251"	A->G	I106T (ATT->ACT) 	gcvA <-	glycine cleavage system transcriptional activator; autorepressor
D64_4-1	4	64	"2,986,786"	G->A	E314K (GAG->AAG) 	yqeG ->	putative transporter
D64_4-1	4	64	"3,240,217"	A->G	T92A (ACC->GCC) 	sstT ->	sodium:serine/threonine symporter
D64_4-1	4	64	"3,548,909"	A->G	C388R (TGT->CGT) 	malQ <-	4-alpha-glucanotransferase (amylomaltase)
D64_4-1	4	64	"3,640,510"	A->G	M134V (ATG->GTG) 	uspA ->	universal stress global response regulator
D64_4-1	4	64	"3,903,006"	(G)5->6	coding (696/1413 nt)	bglB <-	cryptic phospho-beta-glucosidase B
D64_4-1	4	64	"4,034,208"	A->G	K355R (AAG->AGG) 	trkH ->	potassium transporter
D64_4-1	4	64	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D64_4-1	4	64	"4,397,625"	Del;87 bp	coding (214-300/1848 nt)	mutL ->	methyl-directed mismatch repair protein
D64_4-2	4	64	"365,628"	G->A	F226F (TTC->TTT) 	lacZ <-	beta-D-galactosidase
D64_4-2	4	64	"1,020,068"	T->C	intergenic (-15/+342)	ompA <- / <- sulA	outer membrane protein A (3a;II*;G;d)/SOS cell division inhibitor
D64_4-2	4	64	"1,079,160"	T->A	intergenic (-278/-145)	putA <- / -> putP	fused DNA-binding transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase/proline:sodium symporter
D64_4-2	4	64	"1,080,065"	T->C	I254T (ATT->ACT) 	putP ->	proline:sodium symporter
D64_4-2	4	64	"1,473,715"	G->A	pseudogene (3199/3497 nt)	ydbA ->	"pseudogene, autotransporter homolog; interrupted by IS2 and IS30"
D64_4-2	4	64	"1,915,475"	Del;1 bp	coding (60/699 nt)	proQ <-	"RNA chaperone, putative ProP translation regulator"
D64_4-2	4	64	"2,426,566"	C->T	D75N (GAT->AAT) 	hisJ <-	histidine/lysine/arginine/ornithine transporter subunit
D64_4-2	4	64	"2,947,437"	T->C	noncoding (51/77 nt)	metZ ->	tRNA-Met
D64_4-2	4	64	"3,668,263"	G->A	A309V (GCC->GTC) 	yhjA <-	putative cytochrome C peroxidase
D64_4-2	4	64	"4,124,080"	C->T	G126D (GGC->GAC) 	cytR <-	Anti-activator for CytR-CRP nucleoside utilization regulon
D64_4-2	4	64	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D64_4-2	4	64	"4,397,625"	Del;87 bp	coding (214-300/1848 nt)	mutL ->	methyl-directed mismatch repair protein
D64_4-3	4	64	"365,628"	G->A	F226F (TTC->TTT) 	lacZ <-	beta-D-galactosidase
D64_4-3	4	64	"1,020,068"	T->C	intergenic (-15/+342)	ompA <- / <- sulA	outer membrane protein A (3a;II*;G;d)/SOS cell division inhibitor
D64_4-3	4	64	"1,079,160"	T->A	intergenic (-278/-145)	putA <- / -> putP	fused DNA-binding transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase/proline:sodium symporter
D64_4-3	4	64	"1,080,065"	T->C	I254T (ATT->ACT) 	putP ->	proline:sodium symporter
D64_4-3	4	64	"1,473,715"	G->A	pseudogene (3199/3497 nt)	ydbA ->	"pseudogene, autotransporter homolog; interrupted by IS2 and IS30"
D64_4-3	4	64	"1,915,475"	Del;1 bp	coding (60/699 nt)	proQ <-	"RNA chaperone, putative ProP translation regulator"
D64_4-3	4	64	"2,426,566"	C->T	D75N (GAT->AAT) 	hisJ <-	histidine/lysine/arginine/ornithine transporter subunit
D64_4-3	4	64	"2,947,437"	T->C	noncoding (51/77 nt)	metZ ->	tRNA-Met
D64_4-3	4	64	"3,668,263"	G->A	A309V (GCC->GTC) 	yhjA <-	putative cytochrome C peroxidase
D64_4-3	4	64	"4,124,080"	C->T	G126D (GGC->GAC) 	cytR <-	Anti-activator for CytR-CRP nucleoside utilization regulon
D64_4-3	4	64	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D64_4-3	4	64	"4,397,625"	Del;87 bp	coding (214-300/1848 nt)	mutL ->	methyl-directed mismatch repair protein
D64_4-4	4	64	"177,225"	G->A	R134C (CGT->TGT) 	yadS <-	UPF0126 family inner membrane protein
D64_4-4	4	64	"195,670"	(G)5->4	intergenic (+6/-7)	ispU -> / -> cdsA	undecaprenyl pyrophosphate synthase/CDP-diglyceride synthase
D64_4-4	4	64	"196,057"	C->T	T127T (ACC->ACT) 	cdsA ->	CDP-diglyceride synthase
D64_4-4	4	64	"197,663"	A->G	E373G (GAA->GGA) 	rseP ->	"inner membrane zinc RIP metalloprotease; RpoE activator, by degrading RseA; cleaved signal peptide endoprotease"
D64_4-4	4	64	"923,186"	IS2 (-) +5 bp	coding (274-278/321 nt)	clpS ->	regulatory protein for ClpA substrate specificity
D64_4-4	4	64	"1,141,091"	G->A	intergenic (+105/+91)	flgL -> / <- rne	flagellar hook-filament junction protein/fused ribonucleaseE: endoribonuclease/RNA-binding protein/RNA degradosome binding protein
D64_4-4	4	64	"1,387,159"	A->G	N147S (AAC->AGC) 	tyrR ->	aromatic amino acid biosynthesis and transport regulon transcriptional regulator; autorepressor; ATPase; phosphatase
D64_4-4	4	64	"1,659,121"	T->C	G351G (GGT->GGC) 	ynfE ->	"putative selenate reductase, periplasmic"
D64_4-4	4	64	"1,913,909"	A->G	V303A (GTG->GCG) 	prc <-	carboxy-terminal protease for penicillin-binding protein 3
D64_4-4	4	64	"2,795,436"	A->G	E395G (GAA->GGA) 	gabP ->	gamma-aminobutyrate transporter
D64_4-4	4	64	"2,942,096"	C->T	E158K (GAA->AAA) 	gcvA <-	glycine cleavage system transcriptional activator; autorepressor
D64_4-4	4	64	"2,970,653"	(T)5->4	coding (234/714 nt)	ygdQ ->	UPF0053 family inner membrane protein
D64_4-4	4	64	"2,995,831"	A->G	pseudogene (190/261 nt)	ygeN <-	pseudogene
D64_4-4	4	64	"3,022,991"	A->G	Y559C (TAT->TGT) 	xdhD ->	"putative hypoxanthine oxidase, molybdopterin-binding/Fe-S binding"
D64_4-4	4	64	"3,294,722"	T->C	G441G (GGT->GGC) 	lpoA ->	OM lipoprotein stimulator of MrcA transpeptidase
D64_4-4	4	64	"3,440,788"	A->G	I81T (ATC->ACC) 	rpoA <-	"RNA polymerase, alpha subunit"
D64_4-4	4	64	"4,058,590"	G->A	A62T (GCT->ACT) 	typA ->	GTP-binding protein
D64_4-4	4	64	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D64_4-4	4	64	"4,397,625"	Del;87 bp	coding (214-300/1848 nt)	mutL ->	methyl-directed mismatch repair protein
D64_4-4	4	64	"4,429,737"	A->G	intergenic (+182/-127)	fklB -> / -> cycA	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)/D-alanine/D-serine/glycine transporter
D64_4-5	4	64	"827,331"	C->T	A551T (GCT->ACT) 	ybhF <-	putative transporter subunit of ABC superfamily: ATP-binding component
D64_4-5	4	64	"1,079,918"	T->C	V205A (GTC->GCC) 	putP ->	proline:sodium symporter
D64_4-5	4	64	"1,473,715"	G->A	pseudogene (3199/3497 nt)	ydbA ->	"pseudogene, autotransporter homolog; interrupted by IS2 and IS30"
D64_4-5	4	64	"1,915,183"	G->A	Q118* (CAA->TAA) 	proQ <-	"RNA chaperone, putative ProP translation regulator"
D64_4-5	4	64	"1,924,986"	(T)5->6	intergenic (-17/-122)	yobA <- / -> holE	"CopC family protein/DNA polymerase III, theta subunit"
D64_4-5	4	64	"2,940,954"	A->G	V97A (GTA->GCA) 	rlmM <-	"23S rRNA C2498 2'-O-ribose methyltransferase, SAM-dependent"
D64_4-5	4	64	"2,942,251"	A->G	I106T (ATT->ACT) 	gcvA <-	glycine cleavage system transcriptional activator; autorepressor
D64_4-5	4	64	"2,986,786"	G->A	E314K (GAG->AAG) 	yqeG ->	putative transporter
D64_4-5	4	64	"3,240,217"	A->G	T92A (ACC->GCC) 	sstT ->	sodium:serine/threonine symporter
D64_4-5	4	64	"3,548,909"	A->G	C388R (TGT->CGT) 	malQ <-	4-alpha-glucanotransferase (amylomaltase)
D64_4-5	4	64	"3,903,006"	(G)5->6	coding (696/1413 nt)	bglB <-	cryptic phospho-beta-glucosidase B
D64_4-5	4	64	"4,034,208"	A->G	K355R (AAG->AGG) 	trkH ->	potassium transporter
D64_4-5	4	64	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D64_4-5	4	64	"4,397,625"	Del;87 bp	coding (214-300/1848 nt)	mutL ->	methyl-directed mismatch repair protein
D64_4-6	4	64	"177,225"	G->A	R134C (CGT->TGT) 	yadS <-	UPF0126 family inner membrane protein
D64_4-6	4	64	"195,670"	(G)5->4	intergenic (+6/-7)	ispU -> / -> cdsA	undecaprenyl pyrophosphate synthase/CDP-diglyceride synthase
D64_4-6	4	64	"196,057"	C->T	T127T (ACC->ACT) 	cdsA ->	CDP-diglyceride synthase
D64_4-6	4	64	"197,663"	A->G	E373G (GAA->GGA) 	rseP ->	"inner membrane zinc RIP metalloprotease; RpoE activator, by degrading RseA; cleaved signal peptide endoprotease"
D64_4-6	4	64	"924,950"	Del;3 bp	coding (1687-1689/2277 nt)	clpA ->	"ATPase and specificity subunit of ClpA-ClpP ATP-dependent serine protease, chaperone activity"
D64_4-6	4	64	"1,141,091"	G->A	intergenic (+105/+91)	flgL -> / <- rne	flagellar hook-filament junction protein/fused ribonucleaseE: endoribonuclease/RNA-binding protein/RNA degradosome binding protein
D64_4-6	4	64	"1,387,159"	A->G	N147S (AAC->AGC) 	tyrR ->	aromatic amino acid biosynthesis and transport regulon transcriptional regulator; autorepressor; ATPase; phosphatase
D64_4-6	4	64	"1,659,121"	T->C	G351G (GGT->GGC) 	ynfE ->	"putative selenate reductase, periplasmic"
D64_4-6	4	64	"1,912,859"	T->C	D653G (GAT->GGT) 	prc <-	carboxy-terminal protease for penicillin-binding protein 3
D64_4-6	4	64	"2,795,436"	A->G	E395G (GAA->GGA) 	gabP ->	gamma-aminobutyrate transporter
D64_4-6	4	64	"2,942,096"	C->T	E158K (GAA->AAA) 	gcvA <-	glycine cleavage system transcriptional activator; autorepressor
D64_4-6	4	64	"2,970,653"	(T)5->4	coding (234/714 nt)	ygdQ ->	UPF0053 family inner membrane protein
D64_4-6	4	64	"3,022,991"	A->G	Y559C (TAT->TGT) 	xdhD ->	"putative hypoxanthine oxidase, molybdopterin-binding/Fe-S binding"
D64_4-6	4	64	"3,294,722"	T->C	G441G (GGT->GGC) 	lpoA ->	OM lipoprotein stimulator of MrcA transpeptidase
D64_4-6	4	64	"3,440,788"	A->G	I81T (ATC->ACC) 	rpoA <-	"RNA polymerase, alpha subunit"
D64_4-6	4	64	"4,058,590"	G->A	A62T (GCT->ACT) 	typA ->	GTP-binding protein
D64_4-6	4	64	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D64_4-6	4	64	"4,397,625"	Del;87 bp	coding (214-300/1848 nt)	mutL ->	methyl-directed mismatch repair protein
D64_4-6	4	64	"4,429,737"	A->G	intergenic (+182/-127)	fklB -> / -> cycA	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)/D-alanine/D-serine/glycine transporter
D64_4-7	4	64	"177,225"	G->A	R134C (CGT->TGT) 	yadS <-	UPF0126 family inner membrane protein
D64_4-7	4	64	"195,670"	(G)5->4	intergenic (+6/-7)	ispU -> / -> cdsA	undecaprenyl pyrophosphate synthase/CDP-diglyceride synthase
D64_4-7	4	64	"196,057"	C->T	T127T (ACC->ACT) 	cdsA ->	CDP-diglyceride synthase
D64_4-7	4	64	"197,663"	A->G	E373G (GAA->GGA) 	rseP ->	"inner membrane zinc RIP metalloprotease; RpoE activator, by degrading RseA; cleaved signal peptide endoprotease"
D64_4-7	4	64	"923,186"	IS2 (-) +5 bp	coding (274-278/321 nt)	clpS ->	regulatory protein for ClpA substrate specificity
D64_4-7	4	64	"1,141,091"	G->A	intergenic (+105/+91)	flgL -> / <- rne	flagellar hook-filament junction protein/fused ribonucleaseE: endoribonuclease/RNA-binding protein/RNA degradosome binding protein
D64_4-7	4	64	"1,387,159"	A->G	N147S (AAC->AGC) 	tyrR ->	aromatic amino acid biosynthesis and transport regulon transcriptional regulator; autorepressor; ATPase; phosphatase
D64_4-7	4	64	"1,659,121"	T->C	G351G (GGT->GGC) 	ynfE ->	"putative selenate reductase, periplasmic"
D64_4-7	4	64	"1,913,909"	A->G	V303A (GTG->GCG) 	prc <-	carboxy-terminal protease for penicillin-binding protein 3
D64_4-7	4	64	"2,795,436"	A->G	E395G (GAA->GGA) 	gabP ->	gamma-aminobutyrate transporter
D64_4-7	4	64	"2,942,096"	C->T	E158K (GAA->AAA) 	gcvA <-	glycine cleavage system transcriptional activator; autorepressor
D64_4-7	4	64	"2,970,653"	(T)5->4	coding (234/714 nt)	ygdQ ->	UPF0053 family inner membrane protein
D64_4-7	4	64	"3,022,991"	A->G	Y559C (TAT->TGT) 	xdhD ->	"putative hypoxanthine oxidase, molybdopterin-binding/Fe-S binding"
D64_4-7	4	64	"3,294,722"	T->C	G441G (GGT->GGC) 	lpoA ->	OM lipoprotein stimulator of MrcA transpeptidase
D64_4-7	4	64	"3,440,788"	A->G	I81T (ATC->ACC) 	rpoA <-	"RNA polymerase, alpha subunit"
D64_4-7	4	64	"4,058,590"	G->A	A62T (GCT->ACT) 	typA ->	GTP-binding protein
D64_4-7	4	64	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D64_4-7	4	64	"4,397,625"	Del;87 bp	coding (214-300/1848 nt)	mutL ->	methyl-directed mismatch repair protein
D64_4-7	4	64	"4,429,737"	A->G	intergenic (+182/-127)	fklB -> / -> cycA	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)/D-alanine/D-serine/glycine transporter
D64_4-8	4	64	"827,331"	C->T	A551T (GCT->ACT) 	ybhF <-	putative transporter subunit of ABC superfamily: ATP-binding component
D64_4-8	4	64	"1,079,918"	T->C	V205A (GTC->GCC) 	putP ->	proline:sodium symporter
D64_4-8	4	64	"1,473,715"	G->A	pseudogene (3199/3497 nt)	ydbA ->	"pseudogene, autotransporter homolog; interrupted by IS2 and IS30"
D64_4-8	4	64	"1,543,302"	Del;2 bp	coding (758-759/1389 nt)	narU <-	nitrate/nitrite transporter
D64_4-8	4	64	"1,915,183"	G->A	Q118* (CAA->TAA) 	proQ <-	"RNA chaperone, putative ProP translation regulator"
D64_4-8	4	64	"1,924,986"	(T)5->6	intergenic (-17/-122)	yobA <- / -> holE	"CopC family protein/DNA polymerase III, theta subunit"
D64_4-8	4	64	"2,173,365"	Del;2 bp	pseudogene (913-914/914 nt)	gatC <-	"pseudogene, galactitol-specific enzyme IIC component of PTS;transport; Transport of small molecules: Carbohydrates, organic acids, alcohols; PTS system galactitol-specific enzyme IIC"
D64_4-8	4	64	"2,940,954"	A->G	V97A (GTA->GCA) 	rlmM <-	"23S rRNA C2498 2'-O-ribose methyltransferase, SAM-dependent"
D64_4-8	4	64	"2,942,251"	A->G	I106T (ATT->ACT) 	gcvA <-	glycine cleavage system transcriptional activator; autorepressor
D64_4-8	4	64	"3,240,217"	A->G	T92A (ACC->GCC) 	sstT ->	sodium:serine/threonine symporter
D64_4-8	4	64	"3,548,909"	A->G	C388R (TGT->CGT) 	malQ <-	4-alpha-glucanotransferase (amylomaltase)
D64_4-8	4	64	"3,903,006"	(G)5->6	coding (696/1413 nt)	bglB <-	cryptic phospho-beta-glucosidase B
D64_4-8	4	64	"4,034,208"	A->G	K355R (AAG->AGG) 	trkH ->	potassium transporter
D64_4-8	4	64	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D64_4-8	4	64	"4,397,625"	Del;87 bp	coding (214-300/1848 nt)	mutL ->	methyl-directed mismatch repair protein
D64_4-9	4	64	"177,225"	G->A	R134C (CGT->TGT) 	yadS <-	UPF0126 family inner membrane protein
D64_4-9	4	64	"195,670"	(G)5->4	intergenic (+6/-7)	ispU -> / -> cdsA	undecaprenyl pyrophosphate synthase/CDP-diglyceride synthase
D64_4-9	4	64	"196,057"	C->T	T127T (ACC->ACT) 	cdsA ->	CDP-diglyceride synthase
D64_4-9	4	64	"197,663"	A->G	E373G (GAA->GGA) 	rseP ->	"inner membrane zinc RIP metalloprotease; RpoE activator, by degrading RseA; cleaved signal peptide endoprotease"
D64_4-9	4	64	"1,125,906"	G->A	W115* (TGG->TGA) 	rimJ ->	ribosomal-protein-S5-alanine N-acetyltransferase
D64_4-9	4	64	"1,141,091"	G->A	intergenic (+105/+91)	flgL -> / <- rne	flagellar hook-filament junction protein/fused ribonucleaseE: endoribonuclease/RNA-binding protein/RNA degradosome binding protein
D64_4-9	4	64	"1,387,159"	A->G	N147S (AAC->AGC) 	tyrR ->	aromatic amino acid biosynthesis and transport regulon transcriptional regulator; autorepressor; ATPase; phosphatase
D64_4-9	4	64	"1,659,121"	T->C	G351G (GGT->GGC) 	ynfE ->	"putative selenate reductase, periplasmic"
D64_4-9	4	64	"2,013,059"	T->C	intergenic (-45/-170)	fliE <- / -> fliF	flagellar basal-body component/flagellar basal-body MS-ring and collar protein
D64_4-9	4	64	"2,197,926"	C->T	pseudogene (1453/2847 nt)	yehH ->	"DUF4132 family pseudogene; defective yehI paralog; molybdate metabolism regulator, first fragment; molybdate metabolism regulator, second fragment 2; yehI' molR mutations have phenotypes and the N-terminal molR fragment of yehI' may be expressed and may have retained or evolved MolR function"
D64_4-9	4	64	"2,795,436"	A->G	E395G (GAA->GGA) 	gabP ->	gamma-aminobutyrate transporter
D64_4-9	4	64	"2,942,096"	C->T	E158K (GAA->AAA) 	gcvA <-	glycine cleavage system transcriptional activator; autorepressor
D64_4-9	4	64	"2,970,653"	(T)5->4	coding (234/714 nt)	ygdQ ->	UPF0053 family inner membrane protein
D64_4-9	4	64	"3,022,991"	A->G	Y559C (TAT->TGT) 	xdhD ->	"putative hypoxanthine oxidase, molybdopterin-binding/Fe-S binding"
D64_4-9	4	64	"3,294,722"	T->C	G441G (GGT->GGC) 	lpoA ->	OM lipoprotein stimulator of MrcA transpeptidase
D64_4-9	4	64	"3,440,788"	A->G	I81T (ATC->ACC) 	rpoA <-	"RNA polymerase, alpha subunit"
D64_4-9	4	64	"3,857,943"	G->T	N154K (AAC->AAA) 	yidJ <-	sulfatase/phosphatase superfamily protein
D64_4-9	4	64	"4,058,590"	G->A	A62T (GCT->ACT) 	typA ->	GTP-binding protein
D64_4-9	4	64	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D64_4-9	4	64	"4,397,625"	Del;87 bp	coding (214-300/1848 nt)	mutL ->	methyl-directed mismatch repair protein
D64_4-9	4	64	"4,429,737"	A->G	intergenic (+182/-127)	fklB -> / -> cycA	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)/D-alanine/D-serine/glycine transporter
D64_4-10	4	64	"177,225"	G->A	R134C (CGT->TGT) 	yadS <-	UPF0126 family inner membrane protein
D64_4-10	4	64	"195,670"	(G)5->4	intergenic (+6/-7)	ispU -> / -> cdsA	undecaprenyl pyrophosphate synthase/CDP-diglyceride synthase
D64_4-10	4	64	"196,057"	C->T	T127T (ACC->ACT) 	cdsA ->	CDP-diglyceride synthase
D64_4-10	4	64	"197,663"	A->G	E373G (GAA->GGA) 	rseP ->	"inner membrane zinc RIP metalloprotease; RpoE activator, by degrading RseA; cleaved signal peptide endoprotease"
D64_4-10	4	64	"1,141,091"	G->A	intergenic (+105/+91)	flgL -> / <- rne	flagellar hook-filament junction protein/fused ribonucleaseE: endoribonuclease/RNA-binding protein/RNA degradosome binding protein
D64_4-10	4	64	"1,226,522"	IS2 (+) +5 bp	intergenic (-442/-74)	minC <- / -> ycgJ	cell division inhibitor/uncharacterized protein
D64_4-10	4	64	"1,387,159"	A->G	N147S (AAC->AGC) 	tyrR ->	aromatic amino acid biosynthesis and transport regulon transcriptional regulator; autorepressor; ATPase; phosphatase
D64_4-10	4	64	"1,659,121"	T->C	G351G (GGT->GGC) 	ynfE ->	"putative selenate reductase, periplasmic"
D64_4-10	4	64	"2,154,670"	A->G	S219G (AGT->GGT) 	mdtA ->	"multidrug efflux system, subunit A"
D64_4-10	4	64	"2,392,270"	C->T	D258N (GAC->AAC) 	nuoM <-	"NADH:ubiquinone oxidoreductase, membrane subunit M"
D64_4-10	4	64	"2,795,436"	A->G	E395G (GAA->GGA) 	gabP ->	gamma-aminobutyrate transporter
D64_4-10	4	64	"2,942,096"	C->T	E158K (GAA->AAA) 	gcvA <-	glycine cleavage system transcriptional activator; autorepressor
D64_4-10	4	64	"2,970,653"	(T)5->4	coding (234/714 nt)	ygdQ ->	UPF0053 family inner membrane protein
D64_4-10	4	64	"3,022,991"	A->G	Y559C (TAT->TGT) 	xdhD ->	"putative hypoxanthine oxidase, molybdopterin-binding/Fe-S binding"
D64_4-10	4	64	"3,294,722"	T->C	G441G (GGT->GGC) 	lpoA ->	OM lipoprotein stimulator of MrcA transpeptidase
D64_4-10	4	64	"3,440,788"	A->G	I81T (ATC->ACC) 	rpoA <-	"RNA polymerase, alpha subunit"
D64_4-10	4	64	"4,058,590"	G->A	A62T (GCT->ACT) 	typA ->	GTP-binding protein
D64_4-10	4	64	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D64_4-10	4	64	"4,397,625"	Del;87 bp	coding (214-300/1848 nt)	mutL ->	methyl-directed mismatch repair protein
D64_4-10	4	64	"4,429,737"	A->G	intergenic (+182/-127)	fklB -> / -> cycA	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)/D-alanine/D-serine/glycine transporter
