clonea	popb	day	locus	n.a. changec	a.a. changed	genee	annotation
D42_2-1	2	42	"4,606,094"	(G)8->9	noncoding (72/87 nt)	leuV <-	tRNA-Leu
D42_2-2	2	42	"882,206"	IS1 (+) +9 bp	coding (521-529/759 nt)	deoR <-	deoxyribose-5-phosphate-inducible deoxyribose operon transcriptional repressor; repressor of nupG and tsx
D42_2-2	2	42	"1,553,911"	G->A	intergenic (-73/+61)	adhP <- / <- maeA	"ethanol-active dehydrogenase/acetaldehyde-active reductase/malate dehydrogenase, (decarboxylating, NAD-requiring) (malic enzyme)"
D42_2-2	2	42	"4,123,705"	C->T	C251Y (TGC->TAC) 	cytR <-	Anti-activator for CytR-CRP nucleoside utilization regulon
D42_2-3	2	42	"294,695"	(T)7->6	coding (105/855 nt)	yagM <-	CP4-6 prophage; uncharacterized protein
D42_2-3	2	42	"380,022"	(G)10->9	intergenic (-141/+47)	frmR <- / <- yaiO	regulator protein that represses frmRAB operon/outer membrane protein
D42_2-3	2	42	"689,114"	C->T	intergenic (-101/+229)	insH1 <- / <- lnt	IS5 transposase and trans-activator/apolipoprotein N-acyltransferase
D42_2-3	2	42	"1,738,094"	(A)7->8	coding (251/1026 nt)	purR ->	"transcriptional repressor, hypoxanthine-binding"
D42_2-3	2	42	"2,857,991"	C->A	T300K (ACG->AAG) 	mutS ->	methyl-directed mismatch repair protein
D42_2-3	2	42	"4,002,910"	A->G	F95S (TTT->TCT) 	yigG <-	PRK11371 family inner membrane protein
D42_2-3	2	42	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D42_2-3	2	42	"4,290,738"	A->G	Y88C (TAC->TGC) 	nrfD ->	"formate-dependent nitrite reductase, membrane subunit"
D42_2-3	2	42	"4,429,737"	A->G	intergenic (+182/-127)	fklB -> / -> cycA	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)/D-alanine/D-serine/glycine transporter
D42_2-4	2	42	"28,499"	T->C	S42S (TCT->TCC) 	dapB ->	dihydrodipicolinate reductase
D42_2-4	2	42	"764,056"	G->A	R348H (CGT->CAT) 	sucC ->	"succinyl-CoA synthetase, beta subunit"
D42_2-4	2	42	"1,223,663"	G->A	pseudogene (100/108 nt)	ycgI ->	pseudogene
D42_2-4	2	42	"1,367,046"	C->T	E289E (GAG->GAA) 	pspF <-	psp operon transcriptional activator
D42_2-4	2	42	"1,463,818"	Del;1 bp	coding (280/951 nt)	paaX ->	"transcriptional repressor of phenylacetic acid degradation paa operon, phenylacetyl-CoA inducer"
D42_2-4	2	42	"1,911,769"	T->C	S270G (AGT->GGT) 	htpX <-	putative endopeptidase
D42_2-4	2	42	"2,857,991"	C->A	T300K (ACG->AAG) 	mutS ->	methyl-directed mismatch repair protein
D42_2-4	2	42	"2,942,188"	A->G	I127T (ATC->ACC) 	gcvA <-	glycine cleavage system transcriptional activator; autorepressor
D42_2-4	2	42	"3,088,495"	G->A	G71D (GGC->GAC) 	galP ->	D-galactose transporter
D42_2-4	2	42	"3,492,329"	(A)7->8	intergenic (-32/-239)	ppiA <- / -> tsgA	peptidyl-prolyl cis-trans isomerase A (rotamase A)/putative transporter
D42_2-4	2	42	"3,755,433"	T->C	N360S (AAC->AGC) 	aldB <-	aldehyde dehydrogenase B
D42_2-4	2	42	"4,002,910"	A->G	F95S (TTT->TCT) 	yigG <-	PRK11371 family inner membrane protein
D42_2-4	2	42	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D42_2-5	2	42	"294,695"	(T)7->6	coding (105/855 nt)	yagM <-	CP4-6 prophage; uncharacterized protein
D42_2-5	2	42	"380,022"	(G)10->9	intergenic (-141/+47)	frmR <- / <- yaiO	regulator protein that represses frmRAB operon/outer membrane protein
D42_2-5	2	42	"689,114"	C->T	intergenic (-101/+229)	insH1 <- / <- lnt	IS5 transposase and trans-activator/apolipoprotein N-acyltransferase
D42_2-5	2	42	"1,738,094"	(A)7->8	coding (251/1026 nt)	purR ->	"transcriptional repressor, hypoxanthine-binding"
D42_2-5	2	42	"2,857,991"	C->A	T300K (ACG->AAG) 	mutS ->	methyl-directed mismatch repair protein
D42_2-5	2	42	"4,002,910"	A->G	F95S (TTT->TCT) 	yigG <-	PRK11371 family inner membrane protein
D42_2-5	2	42	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D42_2-5	2	42	"4,290,738"	A->G	Y88C (TAC->TGC) 	nrfD ->	"formate-dependent nitrite reductase, membrane subunit"
D42_2-5	2	42	"4,429,737"	A->G	intergenic (+182/-127)	fklB -> / -> cycA	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)/D-alanine/D-serine/glycine transporter
D42_2-6	2	42	"1,742,706"	G->A	R179R (CGC->CGT) 	ribC <-	"riboflavin synthase, alpha subunit"
D42_2-6	2	42	"2,857,991"	C->A	T300K (ACG->AAG) 	mutS ->	methyl-directed mismatch repair protein
D42_2-6	2	42	"3,239,848"	+C	intergenic (+303/-96)	alx -> / -> sstT	putative membrane-bound redox modulator/sodium:serine/threonine symporter
D42_2-6	2	42	"3,240,217"	A->G	T92A (ACC->GCC) 	sstT ->	sodium:serine/threonine symporter
D42_2-6	2	42	"4,002,910"	A->G	F95S (TTT->TCT) 	yigG <-	PRK11371 family inner membrane protein
D42_2-6	2	42	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D42_2-7	2	42	"130,331"	(ATG)4->3	coding (928-930/1854 nt)	yacH <-	uncharacterized protein
D42_2-7	2	42	"689,114"	C->T	intergenic (-101/+229)	insH1 <- / <- lnt	IS5 transposase and trans-activator/apolipoprotein N-acyltransferase
D42_2-7	2	42	"1,126,087"	C->T	Q176* (CAA->TAA) 	rimJ ->	ribosomal-protein-S5-alanine N-acetyltransferase
D42_2-7	2	42	"1,349,529"	C->T	G193G (GGG->GGA) 	yciW <-	putative oxidoreductase
D42_2-7	2	42	"1,738,094"	(A)7->8	coding (251/1026 nt)	purR ->	"transcriptional repressor, hypoxanthine-binding"
D42_2-7	2	42	"2,857,991"	C->A	T300K (ACG->AAG) 	mutS ->	methyl-directed mismatch repair protein
D42_2-7	2	42	"3,751,682"	T->C	T63A (ACG->GCG) 	yiaT <-	putative outer membrane protein
D42_2-7	2	42	"3,950,854"	G->C	pseudogene (295/984 nt)	ilvG ->	"pseudogene, acetolactate synthase 2 large subunit, valine-insensitive; acetolactate synthase II, large subunit, cryptic, interrupted"
D42_2-7	2	42	"4,002,910"	A->G	F95S (TTT->TCT) 	yigG <-	PRK11371 family inner membrane protein
D42_2-7	2	42	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D42_2-7	2	42	"4,290,738"	A->G	Y88C (TAC->TGC) 	nrfD ->	"formate-dependent nitrite reductase, membrane subunit"
D42_2-7	2	42	"4,429,748"	T->A	intergenic (+193/-116)	fklB -> / -> cycA	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)/D-alanine/D-serine/glycine transporter
D42_2-8	2	42	"130,331"	(ATG)4->3	coding (928-930/1854 nt)	yacH <-	uncharacterized protein
D42_2-8	2	42	"689,114"	C->T	intergenic (-101/+229)	insH1 <- / <- lnt	IS5 transposase and trans-activator/apolipoprotein N-acyltransferase
D42_2-8	2	42	"1,125,622"	C->T	R21C (CGT->TGT) 	rimJ ->	ribosomal-protein-S5-alanine N-acetyltransferase
D42_2-8	2	42	"1,349,529"	C->T	G193G (GGG->GGA) 	yciW <-	putative oxidoreductase
D42_2-8	2	42	"1,738,094"	(A)7->8	coding (251/1026 nt)	purR ->	"transcriptional repressor, hypoxanthine-binding"
D42_2-8	2	42	"2,857,991"	C->A	T300K (ACG->AAG) 	mutS ->	methyl-directed mismatch repair protein
D42_2-8	2	42	"4,002,910"	A->G	F95S (TTT->TCT) 	yigG <-	PRK11371 family inner membrane protein
D42_2-8	2	42	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D42_2-8	2	42	"4,290,738"	A->G	Y88C (TAC->TGC) 	nrfD ->	"formate-dependent nitrite reductase, membrane subunit"
D42_2-8	2	42	"4,429,748"	T->A	intergenic (+193/-116)	fklB -> / -> cycA	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)/D-alanine/D-serine/glycine transporter
D42_2-9	2	42	"28,499"	T->C	S42S (TCT->TCC) 	dapB ->	dihydrodipicolinate reductase
D42_2-9	2	42	"764,056"	G->A	R348H (CGT->CAT) 	sucC ->	"succinyl-CoA synthetase, beta subunit"
D42_2-9	2	42	"1,463,818"	Del;1 bp	coding (280/951 nt)	paaX ->	"transcriptional repressor of phenylacetic acid degradation paa operon, phenylacetyl-CoA inducer"
D42_2-9	2	42	"1,755,220"	A->T	intergenic (-79/-478)	ydhZ <- / -> pykF	uncharacterized protein/pyruvate kinase I
D42_2-9	2	42	"2,857,991"	C->A	T300K (ACG->AAG) 	mutS ->	methyl-directed mismatch repair protein
D42_2-9	2	42	"2,942,188"	A->G	I127T (ATC->ACC) 	gcvA <-	glycine cleavage system transcriptional activator; autorepressor
D42_2-9	2	42	"3,088,495"	G->A	G71D (GGC->GAC) 	galP ->	D-galactose transporter
D42_2-9	2	42	"3,492,329"	(A)7->8	intergenic (-32/-239)	ppiA <- / -> tsgA	peptidyl-prolyl cis-trans isomerase A (rotamase A)/putative transporter
D42_2-9	2	42	"3,755,433"	T->C	N360S (AAC->AGC) 	aldB <-	aldehyde dehydrogenase B
D42_2-9	2	42	"4,002,910"	A->G	F95S (TTT->TCT) 	yigG <-	PRK11371 family inner membrane protein
D42_2-9	2	42	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D42_2-10	2	42	"130,331"	(ATG)4->3	coding (928-930/1854 nt)	yacH <-	uncharacterized protein
D42_2-10	2	42	"689,114"	C->T	intergenic (-101/+229)	insH1 <- / <- lnt	IS5 transposase and trans-activator/apolipoprotein N-acyltransferase
D42_2-10	2	42	"1,126,087"	C->T	Q176* (CAA->TAA) 	rimJ ->	ribosomal-protein-S5-alanine N-acetyltransferase
D42_2-10	2	42	"1,349,529"	C->T	G193G (GGG->GGA) 	yciW <-	putative oxidoreductase
D42_2-10	2	42	"1,738,094"	(A)7->8	coding (251/1026 nt)	purR ->	"transcriptional repressor, hypoxanthine-binding"
D42_2-10	2	42	"2,857,991"	C->A	T300K (ACG->AAG) 	mutS ->	methyl-directed mismatch repair protein
D42_2-10	2	42	"3,751,682"	T->C	T63A (ACG->GCG) 	yiaT <-	putative outer membrane protein
D42_2-10	2	42	"4,002,910"	A->G	F95S (TTT->TCT) 	yigG <-	PRK11371 family inner membrane protein
D42_2-10	2	42	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D42_2-10	2	42	"4,290,738"	A->G	Y88C (TAC->TGC) 	nrfD ->	"formate-dependent nitrite reductase, membrane subunit"
D42_2-10	2	42	"4,386,509"	G->A	T954T (ACC->ACT) 	mscM <-	"mechanosensitive channel protein, miniconductance"
D42_2-10	2	42	"4,429,748"	T->A	intergenic (+193/-116)	fklB -> / -> cycA	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)/D-alanine/D-serine/glycine transporter
D64_2-1	2	64	"130,331"	(ATG)4->3	coding (928-930/1854 nt)	yacH <-	uncharacterized protein
D64_2-1	2	64	"205,084"	T->C	S198P (TCC->CCC) 	rnhB ->	"ribonuclease HII, degrades RNA of DNA-RNA hybrids"
D64_2-1	2	64	"689,114"	C->T	intergenic (-101/+229)	insH1 <- / <- lnt	IS5 transposase and trans-activator/apolipoprotein N-acyltransferase
D64_2-1	2	64	"1,125,759"	Del;1 bp	coding (198/585 nt)	rimJ ->	ribosomal-protein-S5-alanine N-acetyltransferase
D64_2-1	2	64	"1,349,529"	C->T	G193G (GGG->GGA) 	yciW <-	putative oxidoreductase
D64_2-1	2	64	"1,738,094"	(A)7->8	coding (251/1026 nt)	purR ->	"transcriptional repressor, hypoxanthine-binding"
D64_2-1	2	64	"1,913,814"	G->A	R335C (CGT->TGT) 	prc <-	carboxy-terminal protease for penicillin-binding protein 3
D64_2-1	2	64	"2,028,219"	C->G	G51A (GGG->GCG) 	yodC <-	uncharacterized protein
D64_2-1	2	64	"2,857,991"	C->A	T300K (ACG->AAG) 	mutS ->	methyl-directed mismatch repair protein
D64_2-1	2	64	"4,002,910"	A->G	F95S (TTT->TCT) 	yigG <-	PRK11371 family inner membrane protein
D64_2-1	2	64	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D64_2-1	2	64	"4,290,738"	A->G	Y88C (TAC->TGC) 	nrfD ->	"formate-dependent nitrite reductase, membrane subunit"
D64_2-1	2	64	"4,429,748"	T->A	intergenic (+193/-116)	fklB -> / -> cycA	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)/D-alanine/D-serine/glycine transporter
D64_2-2	2	64	"130,331"	(ATG)4->3	coding (928-930/1854 nt)	yacH <-	uncharacterized protein
D64_2-2	2	64	"689,114"	C->T	intergenic (-101/+229)	insH1 <- / <- lnt	IS5 transposase and trans-activator/apolipoprotein N-acyltransferase
D64_2-2	2	64	"1,125,759"	Del;1 bp	coding (198/585 nt)	rimJ ->	ribosomal-protein-S5-alanine N-acetyltransferase
D64_2-2	2	64	"1,349,529"	C->T	G193G (GGG->GGA) 	yciW <-	putative oxidoreductase
D64_2-2	2	64	"1,738,094"	(A)7->8	coding (251/1026 nt)	purR ->	"transcriptional repressor, hypoxanthine-binding"
D64_2-2	2	64	"1,913,814"	G->A	R335C (CGT->TGT) 	prc <-	carboxy-terminal protease for penicillin-binding protein 3
D64_2-2	2	64	"2,028,219"	C->G	G51A (GGG->GCG) 	yodC <-	uncharacterized protein
D64_2-2	2	64	"2,578,850"	G->A	G62D (GGC->GAC) 	talA ->	transaldolase A
D64_2-2	2	64	"2,695,586"	A->G	intergenic (-43/-215)	purL <- / -> mltF	"phosphoribosylformyl-glycineamide synthetase/membrane-bound lytic transglycosylase F, murein hydrolase"
D64_2-2	2	64	"2,857,991"	C->A	T300K (ACG->AAG) 	mutS ->	methyl-directed mismatch repair protein
D64_2-2	2	64	"4,002,910"	A->G	F95S (TTT->TCT) 	yigG <-	PRK11371 family inner membrane protein
D64_2-2	2	64	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D64_2-2	2	64	"4,220,897"	A->G	Y531H (TAT->CAT) 	arpA <-	ankyrin repeat protein
D64_2-2	2	64	"4,290,738"	A->G	Y88C (TAC->TGC) 	nrfD ->	"formate-dependent nitrite reductase, membrane subunit"
D64_2-2	2	64	"4,429,748"	T->A	intergenic (+193/-116)	fklB -> / -> cycA	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)/D-alanine/D-serine/glycine transporter
D64_2-3	2	64	"1,078,261"	C->T	A208T (GCC->ACC) 	putA <-	fused DNA-binding transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase
D64_2-3	2	64	"1,080,149"	T->A	L282Q (CTG->CAG) 	putP ->	proline:sodium symporter
D64_2-3	2	64	"1,915,141"	C->A	E132* (GAA->TAA) 	proQ <-	"RNA chaperone, putative ProP translation regulator"
D64_2-3	2	64	"3,050,808"	C->A	intergenic (-141/+307)	gcvT <- / <- ubiI	"aminomethyltransferase, tetrahydrofolate-dependent, subunit (T protein) of glycine cleavage complex/2-octaprenylphenol hydroxylase, FAD-dependent"
D64_2-3	2	64	"4,186,631"	A->T	T428S (ACT->TCT) 	rpoC ->	"RNA polymerase, beta prime subunit"
D64_2-4	2	64	"130,331"	(ATG)4->3	coding (928-930/1854 nt)	yacH <-	uncharacterized protein
D64_2-4	2	64	"689,114"	C->T	intergenic (-101/+229)	insH1 <- / <- lnt	IS5 transposase and trans-activator/apolipoprotein N-acyltransferase
D64_2-4	2	64	"1,125,759"	Del;1 bp	coding (198/585 nt)	rimJ ->	ribosomal-protein-S5-alanine N-acetyltransferase
D64_2-4	2	64	"1,349,529"	C->T	G193G (GGG->GGA) 	yciW <-	putative oxidoreductase
D64_2-4	2	64	"1,738,094"	(A)7->8	coding (251/1026 nt)	purR ->	"transcriptional repressor, hypoxanthine-binding"
D64_2-4	2	64	"1,913,814"	G->A	R335C (CGT->TGT) 	prc <-	carboxy-terminal protease for penicillin-binding protein 3
D64_2-4	2	64	"2,028,219"	C->G	G51A (GGG->GCG) 	yodC <-	uncharacterized protein
D64_2-4	2	64	"2,578,850"	G->A	G62D (GGC->GAC) 	talA ->	transaldolase A
D64_2-4	2	64	"2,695,586"	A->G	intergenic (-43/-215)	purL <- / -> mltF	"phosphoribosylformyl-glycineamide synthetase/membrane-bound lytic transglycosylase F, murein hydrolase"
D64_2-4	2	64	"2,857,991"	C->A	T300K (ACG->AAG) 	mutS ->	methyl-directed mismatch repair protein
D64_2-4	2	64	"4,002,910"	A->G	F95S (TTT->TCT) 	yigG <-	PRK11371 family inner membrane protein
D64_2-4	2	64	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D64_2-4	2	64	"4,220,897"	A->G	Y531H (TAT->CAT) 	arpA <-	ankyrin repeat protein
D64_2-4	2	64	"4,290,738"	A->G	Y88C (TAC->TGC) 	nrfD ->	"formate-dependent nitrite reductase, membrane subunit"
D64_2-4	2	64	"4,429,748"	T->A	intergenic (+193/-116)	fklB -> / -> cycA	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)/D-alanine/D-serine/glycine transporter
D64_2-5	2	64	"1,080,149"	T->A	L282Q (CTG->CAG) 	putP ->	proline:sodium symporter
D64_2-5	2	64	"1,915,471"	 +G	coding (64/699 nt)	proQ <-	"RNA chaperone, putative ProP translation regulator"
D64_2-5	2	64	"1,925,013"	C->A	intergenic (-44/-95)	yobA <- / -> holE	"CopC family protein/DNA polymerase III, theta subunit"
D64_2-5	2	64	"1,925,027"	G->A	intergenic (-58/-81)	yobA <- / -> holE	"CopC family protein/DNA polymerase III, theta subunit"
D64_2-5	2	64	"2,173,368"	Del;2 bp	pseudogene (910-911/914 nt)	gatC <-	"pseudogene, galactitol-specific enzyme IIC component of PTS;transport; Transport of small molecules: Carbohydrates, organic acids, alcohols; PTS system galactitol-specific enzyme IIC"
D64_2-5	2	64	"3,050,808"	C->A	intergenic (-141/+307)	gcvT <- / <- ubiI	"aminomethyltransferase, tetrahydrofolate-dependent, subunit (T protein) of glycine cleavage complex/2-octaprenylphenol hydroxylase, FAD-dependent"
D64_2-5	2	64	"4,186,631"	A->T	T428S (ACT->TCT) 	rpoC ->	"RNA polymerase, beta prime subunit"
D64_2-6	2	64	"662,949"	Del;1 bp	coding (1015/1212 nt)	dacA <-	D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5)
D64_2-6	2	64	"1,645,879"	IS2 (-) +5 bp	intergenic (-7/-14)	relB <- / -> ydfV	Qin prophage; bifunctional antitoxin of the RelE-RelB toxin-antitoxin system/ transcriptional repressor/Qin prophage; uncharacterized protein
D64_2-6	2	64	"3,377,994"	T->A	I72F (ATC->TTC) 	rpsI <-	30S ribosomal subunit protein S9
D64_2-7	2	64	"923,953"	IS2 (-) +3 bp	coding (690-692/2277 nt)	clpA ->	"ATPase and specificity subunit of ClpA-ClpP ATP-dependent serine protease, chaperone activity"
D64_2-7	2	64	"1,078,261"	C->T	A208T (GCC->ACC) 	putA <-	fused DNA-binding transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase
D64_2-7	2	64	"1,080,149"	T->A	L282Q (CTG->CAG) 	putP ->	proline:sodium symporter
D64_2-7	2	64	"1,915,141"	C->A	E132* (GAA->TAA) 	proQ <-	"RNA chaperone, putative ProP translation regulator"
D64_2-7	2	64	"3,050,808"	C->A	intergenic (-141/+307)	gcvT <- / <- ubiI	"aminomethyltransferase, tetrahydrofolate-dependent, subunit (T protein) of glycine cleavage complex/2-octaprenylphenol hydroxylase, FAD-dependent"
D64_2-7	2	64	"4,186,631"	A->T	T428S (ACT->TCT) 	rpoC ->	"RNA polymerase, beta prime subunit"
D64_2-8	2	64	"1,078,261"	C->T	A208T (GCC->ACC) 	putA <-	fused DNA-binding transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase
D64_2-8	2	64	"1,080,149"	T->A	L282Q (CTG->CAG) 	putP ->	proline:sodium symporter
D64_2-8	2	64	"1,915,141"	C->A	E132* (GAA->TAA) 	proQ <-	"RNA chaperone, putative ProP translation regulator"
D64_2-8	2	64	"3,050,808"	C->A	intergenic (-141/+307)	gcvT <- / <- ubiI	"aminomethyltransferase, tetrahydrofolate-dependent, subunit (T protein) of glycine cleavage complex/2-octaprenylphenol hydroxylase, FAD-dependent"
D64_2-8	2	64	"4,186,631"	A->T	T428S (ACT->TCT) 	rpoC ->	"RNA polymerase, beta prime subunit"
D64_2-9	2	64	"1,080,149"	T->A	L282Q (CTG->CAG) 	putP ->	proline:sodium symporter
D64_2-9	2	64	"1,915,471"	 +G	coding (64/699 nt)	proQ <-	"RNA chaperone, putative ProP translation regulator"
D64_2-9	2	64	"1,925,013"	C->A	intergenic (-44/-95)	yobA <- / -> holE	"CopC family protein/DNA polymerase III, theta subunit"
D64_2-9	2	64	"1,925,027"	G->A	intergenic (-58/-81)	yobA <- / -> holE	"CopC family protein/DNA polymerase III, theta subunit"
D64_2-9	2	64	"1,933,664"	G->T	A314D (GCC->GAC) 	edd <-	6-phosphogluconate dehydratase
D64_2-9	2	64	"2,173,370"	Del;2 bp	pseudogene (908-909/914 nt)	gatC <-	"pseudogene, galactitol-specific enzyme IIC component of PTS;transport; Transport of small molecules: Carbohydrates, organic acids, alcohols; PTS system galactitol-specific enzyme IIC"
D64_2-9	2	64	"3,050,808"	C->A	intergenic (-141/+307)	gcvT <- / <- ubiI	"aminomethyltransferase, tetrahydrofolate-dependent, subunit (T protein) of glycine cleavage complex/2-octaprenylphenol hydroxylase, FAD-dependent"
D64_2-9	2	64	"4,186,631"	A->T	T428S (ACT->TCT) 	rpoC ->	"RNA polymerase, beta prime subunit"
D64_2-10	2	64	"1,080,149"	T->A	L282Q (CTG->CAG) 	putP ->	proline:sodium symporter
D64_2-10	2	64	"1,494,485"	C->T	R196Q (CGG->CAG) 	ydcI <-	putative DNA-binding transcriptional regulator
D64_2-10	2	64	"1,915,141"	C->A	E132* (GAA->TAA) 	proQ <-	"RNA chaperone, putative ProP translation regulator"
D64_2-10	2	64	"3,050,808"	C->A	intergenic (-141/+307)	gcvT <- / <- ubiI	"aminomethyltransferase, tetrahydrofolate-dependent, subunit (T protein) of glycine cleavage complex/2-octaprenylphenol hydroxylase, FAD-dependent"
D64_2-10	2	64	"3,486,285"	G->A	E56K (GAG->AAG) 	crp ->	"cAMP-activated global transcription factor, mediator of catabolite repression"
D64_2-10	2	64	"4,186,631"	A->T	T428S (ACT->TCT) 	rpoC ->	"RNA polymerase, beta prime subunit"
D127_2-1	2	127	"1,080,149"	T->A	L282Q (CTG->CAG) 	putP ->	proline:sodium symporter
D127_2-1	2	127	"1,397,974"	IS1 (+) +9 bp	coding (641-649/951 nt)	uspE <-	stress-induced protein
D127_2-1	2	127	"1,494,485"	C->T	R196Q (CGG->CAG) 	ydcI <-	putative DNA-binding transcriptional regulator
D127_2-1	2	127	"1,915,141"	C->A	E132* (GAA->TAA) 	proQ <-	"RNA chaperone, putative ProP translation regulator"
D127_2-1	2	127	"3,050,808"	C->A	intergenic (-141/+307)	gcvT <- / <- ubiI	"aminomethyltransferase, tetrahydrofolate-dependent, subunit (T protein) of glycine cleavage complex/2-octaprenylphenol hydroxylase, FAD-dependent"
D127_2-1	2	127	"3,486,285"	G->A	E56K (GAG->AAG) 	crp ->	"cAMP-activated global transcription factor, mediator of catabolite repression"
D127_2-1	2	127	"3,707,549"	A->T	Y53N (TAT->AAT) 	dppA <-	dipeptide transporter
D127_2-1	2	127	"4,186,631"	A->T	T428S (ACT->TCT) 	rpoC ->	"RNA polymerase, beta prime subunit"
D127_2-2	2	127	"689,114"	C->T	intergenic (-101/+229)	insH1 <- / <- lnt	IS5 transposase and trans-activator/apolipoprotein N-acyltransferase
D127_2-2	2	127	"738,604"	C->T	T171T (ACC->ACT) 	ybfD ->	H repeat-associated putative transposase
D127_2-2	2	127	"738,766"	T->G	I225M (ATT->ATG) 	ybfD ->	H repeat-associated putative transposase
D127_2-2	2	127	"1,738,094"	(A)7->8	coding (251/1026 nt)	purR ->	"transcriptional repressor, hypoxanthine-binding"
D127_2-2	2	127	"1,770,952"	IS2 (-) +5 bp	coding (338-342/357 nt)	ydiL ->	putative HTH domain DNA-binding protein
D127_2-2	2	127	"1,913,888"	G->A	P310L (CCG->CTG) 	prc <-	carboxy-terminal protease for penicillin-binding protein 3
D127_2-2	2	127	"2,857,991"	C->A	T300K (ACG->AAG) 	mutS ->	methyl-directed mismatch repair protein
D127_2-2	2	127	"2,867,086"	G->A	R156W (CGG->TGG) 	rpoS <-	"RNA polymerase, sigma S (sigma 38) factor"
D127_2-2	2	127	"3,239,796"	A->G	intergenic (+251/-148)	alx -> / -> sstT	putative membrane-bound redox modulator/sodium:serine/threonine symporter
D127_2-2	2	127	"3,240,844"	G->A	A301T (GCG->ACG) 	sstT ->	sodium:serine/threonine symporter
D127_2-2	2	127	"3,769,176"	IS2 (-) +5 bp	pseudogene (202-206/282 nt)	yibW ->	"pseudogene, rhsA-linked"
D127_2-2	2	127	"3,968,609"	C->T	L232F (CTC->TTC) 	wecA ->	UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase
D127_2-2	2	127	"4,002,910"	A->G	F95S (TTT->TCT) 	yigG <-	PRK11371 family inner membrane protein
D127_2-2	2	127	"4,171,557"	C->G	intergenic (+13/-80)	rrlB -> / -> rrfB	23S ribosomal RNA of rrnB operon/5S ribosomal RNA of rrnB operon
D127_2-2	2	127	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D127_2-2	2	127	"4,284,437"	(CCA)4->3	coding (464-466/1650 nt)	actP <-	acetate transporter
D127_2-2	2	127	"4,290,738"	A->G	Y88C (TAC->TGC) 	nrfD ->	"formate-dependent nitrite reductase, membrane subunit"
D127_2-3	2	127	"689,114"	C->T	intergenic (-101/+229)	insH1 <- / <- lnt	IS5 transposase and trans-activator/apolipoprotein N-acyltransferase
D127_2-3	2	127	"1,212,088"	(C)8->9	intergenic (-85/+615)	iraM <- / <- ycgX	"RpoS stabilzer during Mg starvation, anti-RssB factor/DUF1398 family protein"
D127_2-3	2	127	"1,657,487"	IS2 (-) +5 bp	intergenic (-30/-74)	ynfC <- / -> ynfD	UPF0257 family lipoprotein/DUF1161 family periplasmic protein
D127_2-3	2	127	"1,738,094"	(A)7->8	coding (251/1026 nt)	purR ->	"transcriptional repressor, hypoxanthine-binding"
D127_2-3	2	127	"1,770,952"	IS2 (-) +5 bp	coding (338-342/357 nt)	ydiL ->	putative HTH domain DNA-binding protein
D127_2-3	2	127	"1,913,888"	G->A	P310L (CCG->CTG) 	prc <-	carboxy-terminal protease for penicillin-binding protein 3
D127_2-3	2	127	"2,175,932"	(C)5->6	coding (390/1263 nt)	gatZ <-	"D-tagatose 1,6-bisphosphate aldolase 2, subunit"
D127_2-3	2	127	"2,519,413"	A->G	G420G (GGT->GGC) 	gltX <-	glutamyl-tRNA synthetase
D127_2-3	2	127	"2,857,991"	C->A	T300K (ACG->AAG) 	mutS ->	methyl-directed mismatch repair protein
