"ECB_00737"	"ECB_01992"	"ECB_02797"	"ECB_02816"	"ECB_02852"	"ECB_03722"	"acpP"	"acs"	"appC"	"arcA"	"blr"	"cls"	"cycA"	"envZ"	"fabF"	"flgB"	"galF"	"hokB"	"hokD"	"hsdS"	"hslU"	"hupB"	"hyfA"	"iap"	"iclR"	"infB"	"infC"	"lrp"	"malT"	"metH"	"mntH"	"mokC"	"mreB"	"mreC"	"nadR"	"narZ"	"nudC"	"oppD"	"phoH"	"plsB"	"prlA"	"pykF"	"rbsA"	"rbsB"	"rbsD"	"rbsR"	"recO"	"rfbB"	"rne"	"rplF"	"rpsA"	"rpsC"	"sapF"	"speG"	"spoT"	"thiI"	"thrA"	"trkH"	"wzy"	"ybaE"	"ybaL"	"ybbN"	"ybeB"	"ybeM"	"ybhP"	"ycdM"	"yceK"	"ycfC"	"yebY"	"yecE"	"yeeF"	"yeeR"	"yeeU"	"yegO"	"yfaQ"	"yfcTU"	"yggM"	"ygjD"	"yhdG"	"yhdJ"	"yieO"	"yihP"	"yjcE"	"yjiX"	"yjjY"	"ylcG"	"yqeB"	"yqhH"
"thrA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000315561543689633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205183389866133	0	0	0
"trkH"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0339250651549667	0	0	-0.172397968289261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0767010348492452	0	-0.0233706541859756
"wzy"	0	0	0	0	0	0	0	0	0	0	-0.00034598191749943	0	0	0	0	0.204053026849973	0	-0.00606344211096169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.05410999459534	0	0	0
"ybaE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00158739889865477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21093941941347	0	0	0
"ybaL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0980706292071687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.180311170486044	-0.101026442709477	0	0
"ybbN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0368364058281966	0.157900076645411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0454118163776384	0.00598503425602387	0	0.032999705776272
"ybeB"	0	0	0	0	0	0	0	0	0	0	0.0729264405223076	0	0	0	0	0	0	0.222063181459541	0.107454856716716	0	0	0	0	0	0	0	0	0	0	0	0	0.0807467024129038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.00184841640455443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0642050767798416	-0.050391507982781	-0.0367369232050183	0	0.0261602045928304
"ybeM"	0	0	0	0	0	0	0	0	0	0	0.0450549742984557	0	0	0	0	0	0	0.0916340313104127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0330715006643573	0	-0.123322840129307	0	0
"ybhP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000670137082061282	0	-0.0111122703980569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.220820951739724	0	0	0
"ycdM"	0	0	0	0	0	0	0	0	0	0	0.0371085909797478	0	0	0	0	0	0	0.0818336572434201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0235804315414109	0	-0.120684011788484	0	0
"yceK"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0116510306951533	0	-0.0399711600728481	-0.0294371534824717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221460831946378	0	0	-0.00468305242887279
"ycfC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0477531086057202	0.157655803387201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00145990466676123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0501799167533032	0.00617762477713645	0	0.0377794034353894
"yebY"	0	0	0	0	0	0	0.0337870668204139	0	0	0	0	0	0	0	0	0	0	0.0916860406340213	0.162075221569388	0	0	0.0266339654941006	0	0	0	0	0	0	0	0	0	0.0147656635522557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00184841640455443	0	0	0	0	0.00145990466676123	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0544520042247263	0.0166844556264501	0	0.0599765603492525
"yecE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0417394965588185	0.157750910206221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0475731854324585	0.00618872515222539	0	0.0351738714609555
"yeeF"	0	0	0	0	0	0	0	0	0	0	-0.00187734565173927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.199634592038426	0	0
"yeeR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0123452484319686	0.163502456261317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.0212546076038934	0	0	0.016953311092461
"yeeU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030371468851773	0.158573816263701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-0.0419386335415004	0.0054427262645303	0	0.0300772199360576
"yegO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012515582370947	0.163077406017096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.0175260293117252	0	0	0.0146950933505177
"yfaQ"	0	0	0	0	0	0	0	0	0	0	0.0339712145194983	0	0	0	0	0	0	0.0793296447169424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0197180493482404	0	-0.118632469091527	0	0
"yfcTU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0124518990452095	0.163331912614392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-0.0201739982334919	0	0	0.0162515740044802
"yggM"	0	0	0	0	0	0	0	0	0	0	-0.0100001752776993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.20352981578307	0	0
"ygjD"	0	0	0	0	0	0	0	0	0	0	-0.0102355624906748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.203585445452301	0	0
"yhdG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.125558517799573	-0.00474243383271917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0493984986371515	0	0	0
"yhdJ"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206567674416229	0	-0.00957576796411376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.0555775624430095	0	0	0
"yieO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161127027263011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.145518564333707	0	0
"yihP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204334610470264	0	-0.00376112545986678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-0.0519377975528869	0.000278081540089978	0	0
"yjcE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00184261112730691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.211946444987484	0	0	0
"yjiX"	0	0	0	0	0.0297548870453203	0	0	0	0	0	0.0834980257282097	0.019936812137101	0	0	0	-0.047287792480448	0	0.0718471466924256	0	0.0211003630014239	0	0	0.0339130999314391	0	0	0	-0.0325904985033501	0	0	-0.00141556821008055	0	0.0759013777674081	0	0	0	0	0	-0.00174070114808496	0	0.0123738148542051	0	0	0	0	0	0.0276984586196773	-0.00912446754797625	0	0.00872393998482121	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0642050767798416	0.0330715006643573	0	0.0235804315414109	0	0	0	0	0	0	0	0	0.0197180493482404	0	0	0	0	0	0	0	0	1	0	-0.148649600938425	0	0
"yjjY"	-0.0402365244387974	0.221333646874849	-0.0557579334347949	0.13108975499362	0	0.223261036376092	-0.0545500114975507	0	-0.0503217583911703	-0.158839891662353	0	0	-0.034075903071664	0	0	-0.17521365938541	0	-0.00085216777608469	0	0	0	-0.0551820837723395	0	0	0	0.0702623001948952	0.126364100999025	-0.0817687235193216	0	0	0.216060047687321	-0.0526702452067919	0	0	-0.00244428735613436	0	0.221175907147812	0	-0.0402900191352249	0	0	0	-0.0514572191622701	0.220730471946509	0	0	0	0	0	0	-0.048937206684543	0	0.221048326689505	-0.0815567078097208	0	0.2133870908446	0.205183389866133	0	-0.05410999459534	0.21093941941347	-0.180311170486044	-0.0454118163776384	-0.050391507982781	0	0.220820951739724	0	0.221460831946378	-0.0501799167533032	-0.0544520042247263	-0.0475731854324585	0	-0.0212546076038934	-0.0419386335415004	-0.0175260293117252	0	-0.0201739982334919	0	0	0.0493984986371515	-0.0555775624430095	0	-0.0519377975528869	0.211946444987484	0	1	0	-0.0493470124076287	-0.0237230597574703
"ylcG"	0.00509757670701437	0	0	0.130580299329227	-0.122564344439541	0	0.0139065708026348	0.192701646479725	0.000340364983652321	0.133062402345347	-0.123350312851859	-0.118303833770402	0.00305040254251351	0.201351976533499	-0.181436385931003	0	-0.079079623355681	0	0.0264231898265445	-0.119260458620881	0	0.00625628065438325	-0.123035398446378	0.203219694706783	-0.0415324835834901	-0.0634747080760381	0.132053098621739	0	0.126435187484586	0.121006525868798	0	-0.0397969762983495	0	0.203113561763331	0.0906009678226036	0.178054830809411	0	0.204731291865221	0.00494750338197809	-0.111442547356628	0.201121367304669	0	0.000376542462029462	0	-0.0872857568657043	-0.122326353060219	0.208694014538632	0.202501961734429	-0.107882397481553	-0.0871285427163842	0.000567788297537683	-0.083058346158643	0	0	0.0576984594787995	0	0	-0.0767010348492452	0	0	-0.101026442709477	0.00598503425602387	-0.0367369232050183	-0.123322840129307	0	-0.120684011788484	0	0.00617762477713645	0.0166844556264501	0.00618872515222539	0.199634592038426	0	0.0054427262645303	0	-0.118632469091527	0	0.20352981578307	0.203585445452301	0	0	0.145518564333707	0.000278081540089978	0	-0.148649600938425	0	1	0.000390477189822815	0.0329021402860597
"yqeB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204607745531505	0	-0.00181637259957113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0493470124076287	0.000390477189822815	1	0
"yqhH"	0.0290097339260951	-0.00149525917256327	0	0	0	0	0.058523685512024	0	0	0	0	0	0.0251016919905882	0	0	-0.00418734532316593	-0.028033682048386	0.101549100408177	0.114354409080873	0	0	0.0536178872362391	0	0	0	0	0	0	0	0	0	0.0358142828779867	0	0	0	0	0	0	0.0287917379791216	0	0	0	0	0	-0.0344399352560133	0	0	0	0	-0.0343180309258945	0	-0.0314018134059198	0	0	0	0	0	-0.0233706541859756	0	0	0	0.032999705776272	0.0261602045928304	0	0	0	-0.00468305242887279	0.0377794034353894	0.0599765603492525	0.0351738714609555	0	0.016953311092461	0.0300772199360576	0.0146950933505177	0	0.0162515740044802	0	0	0	0	0	0	0	0	-0.0237230597574703	0.0329021402860597	0	1
